ID,female,age,level_sco,nationality,paid_act,internship,children,id_parentsinc,parents_stat,semester,siblings,bac,distance
1q7m86372,0,21,,1,0,0,0,8,1,1,2,2,132
1e7q58375,1,19,,1,0,0,0,8,1,1,2,2,132
1e7n92372,1,21,,1,1,1,0,8,1,1,2,2,132
1s7u46382,1,19,,1,0,1,0,7,1,1,1,3,132
1s7u46353,1,17,2,1,1,0,0,3,1,1,1,2,132
1g7y56389,1,19,,1,1,0,0,8,1,1,1,3,132
1m4w54969,1,17,,1,1,1,0,7,1,1,1,3,132
1y7p28362,1,18,,1,0,1,0,5,1,1,1,3,132
1q7j38358,1,17,2,1,0,1,0,7,1,1,2,2,132
1q7j54377,1,18,2,1,0,0,0,5,1,1,2,3,132
1w7k64368,0,18,2,1,0,0,0,6,1,1,2,4,132
1m2w64262,1,19,,1,1,0,0,8,1,1,1,1,133
1q7m58646,0,20,2,1,1,0,0,4,1,1,1,2,134
1q7j34646,1,17,2,1,1,0,0,6,1,1,1,1,134
1e6q84699,1,21,,1,0,1,0,8,1,1,2,2,134
1q6j64698,0,22,,1,0,1,0,8,1,1,1,1,134
1s6r96697,1,21,,1,1,1,0,7,1,1,1,2,134
1w6h44689,1,19,2,1,1,1,0,5,1,0,2,4,134
1m7w46645,1,18,2,1,1,0,0,4,1,1,3,2,134
1c6f52682,0,21,2,1,1,0,0,7,0,0,4,2,134
1a7x94638,1,17,,1,1,0,0,6,1,1,0,1,134
1s8u48986,1,23,,1,0,1,0,8,0,0,2,2,134
1g8y78986,0,19,,1,1,1,0,7,1,1,1,3,134
1e6n66697,0,25,,1,0,1,0,7,1,1,1,2,134
1s4u82954,0,20,2,1,1,1,0,7,1,1,2,2,134
1m7w38375,1,22,2,1,0,,0,4,1,0,1,2,134
1w8h68672,1,20,2,1,0,0,0,4,1,1,2,2,134
1y2p64382,1,19,2,1,1,1,0,5,1,1,1,2,134
1g2y72373,1,22,,1,1,1,0,8,1,1,2,1,134
1c3f58922,1,18,,1,0,,0,8,0,1,2,3,134
1e2q64326,0,24,,1,0,,0,7,1,1,1,3,134
1m9t32264,1,21,,1,0,1,0,7,1,1,1,3,134
1y5s88839,1,20,2,1,1,1,0,4,1,0,1,2,134
1q2m58834,1,17,2,1,1,0,0,6,1,0,1,4,134
1u2c52839,0,18,2,1,1,0,0,5,1,0,0,4,134
1g2y24322,1,19,2,1,1,0,0,3,1,1,4,1,134
1g9y54243,1,18,2,1,1,1,0,4,0,1,2,2,134
1y2p84997,1,18,,1,0,1,0,8,1,1,2,4,134
1w6h58666,0,21,2,1,1,0,0,5,1,1,2,2,134
1w6h28685,0,19,,1,1,1,0,8,0,1,2,3,134
1y3s44864,0,19,2,1,1,0,0,6,1,1,3,4,134
1y7s54635,1,21,,1,0,1,0,7,1,1,1,1,134
1y8p84989,0,22,,1,0,1,0,8,1,1,2,2,134
1e4n98394,1,18,,1,0,1,0,7,1,1,1,1,134
1w8k84888,0,18,,1,1,1,0,7,1,1,1,3,135
1g8y32656,1,20,,1,0,1,0,7,1,1,1,1,135
1c7f34492,1,20,,1,1,0,0,7,1,1,0,1,135
1a7a72975,1,20,2,1,1,1,0,7,1,1,2,3,135
1y6p52485,0,17,,1,0,1,0,8,1,1,2,1,135
1y7s78949,0,22,,1,0,,0,6,1,1,0,4,135
1s7u58945,1,18,,1,1,1,0,8,1,1,2,4,135
1g4v34946,0,21,,1,1,1,0,8,1,1,1,3,135
1q2m68276,1,17,,1,1,1,0,8,1,1,1,2,136
1u3z64698,1,18,2,1,1,1,0,5,1,1,1,1,136
1s3u86695,1,19,2,1,0,1,0,5,0,1,1,2,136
1u4z78357,1,19,,1,1,0,0,8,1,1,1,1,136
1u2z52352,1,19,2,1,1,0,0,3,1,1,2,1,136
1q3m48928,0,19,2,1,0,1,0,5,0,0,2,2,136
1w2h46267,1,20,2,1,0,0,0,6,1,1,2,4,136
1u4c58994,0,20,,1,1,1,0,8,1,1,1,4,137
1q7j72679,1,17,,1,1,1,0,8,1,1,1,1,137
1s7u48347,1,20,,1,1,1,0,8,1,1,0,2,137
1g7v56342,0,19,2,1,1,0,0,6,1,1,1,3,137
1s7r48342,0,19,,1,0,1,0,7,1,1,1,4,137
1s7u98446,1,19,,1,1,1,0,5,1,1,2,2,138
1a8a26658,0,17,,1,1,0,0,7,1,0,1,2,138
1m8w94625,0,17,,1,1,0,0,7,0,1,0,3,138
1e5q56296,0,20,2,1,0,1,0,6,1,1,2,3,138
1m2w32483,1,21,2,1,1,1,0,4,1,0,0,1,138
1a4a66928,0,20,,1,1,1,0,7,1,1,1,2,138
1a5a26959,0,23,2,1,1,1,0,5,1,1,3,1,138
1a5a72944,1,18,2,1,1,1,0,4,1,0,2,2,138
1y8p56394,0,24,2,1,1,1,0,5,1,1,1,2,138
1g5y98946,0,21,2,1,1,1,0,6,1,1,1,1,138
1y8s22965,0,24,,1,0,1,0,8,1,1,2,1,139
1e8n28969,0,22,,1,0,1,0,7,0,0,1,1,139
1e4q24625,1,18,2,1,1,1,0,7,1,1,2,3,139
1m5w44967,0,22,,1,0,1,0,7,1,0,1,3,139
1q5j36266,1,21,,1,0,1,0,7,1,1,1,4,140
1c6f56269,1,22,,1,1,0,0,6,1,1,0,1,140
1w5k98254,1,21,2,1,1,1,0,4,0,1,0,3,140
1s6r52487,0,18,2,1,1,1,0,6,1,1,2,1,140
1e4n72859,1,22,2,1,1,1,0,2,0,1,2,3,140
1m4t72533,1,20,2,1,0,1,0,5,1,1,1,2,140
1g2y66265,1,18,,1,1,1,0,8,0,1,1,2,141
1q5m64934,0,20,2,1,1,1,0,6,1,1,1,4,141
1u2c92853,1,18,,1,1,0,0,7,1,0,1,3,141
1q9j24384,1,19,2,1,0,0,0,5,1,1,4,3,141
1m2w66264,1,17,,1,1,1,0,8,1,1,2,3,141
1s2r92854,1,18,,1,1,0,0,8,1,0,1,4,141
1y7p44463,1,18,,1,0,0,0,7,1,1,1,3,141
1c7f72438,1,23,2,1,0,1,0,3,1,1,2,2,141
1g6v24959,1,19,,1,1,0,0,7,1,1,1,3,141
1e6n96485,0,22,,1,0,1,0,7,1,0,1,4,141
1e6q86486,1,21,2,1,1,1,0,3,1,1,1,2,141
1m6w94487,1,21,,1,0,1,0,7,1,0,1,3,141
1w7h38467,0,20,2,1,1,1,0,4,1,0,1,1,141
1s5u46877,0,19,,1,0,1,0,7,1,1,1,2,141
1s4r62527,1,20,2,1,1,0,0,4,1,0,2,4,141
1s2r98589,0,23,2,1,0,1,0,3,1,1,3,4,141
1g4v58539,1,21,,1,0,1,0,8,1,1,1,2,141
1w3h64524,1,17,,1,1,0,0,8,1,1,2,3,141
1u2c48892,0,18,2,1,1,0,0,7,0,0,4,3,141
1a4x86544,1,19,2,1,1,1,0,6,1,1,2,2,141
1m3w24586,1,20,2,1,0,1,0,6,1,0,2,2,141
1a2a76572,0,17,2,1,1,0,0,5,1,1,2,3,141
1m4t34557,1,19,2,1,1,1,0,5,1,1,3,3,141
1s4r86566,1,19,2,1,1,1,0,6,1,1,4,4,141
1c2f64244,1,21,,1,0,1,0,7,1,1,1,4,141
1a4x76584,1,21,,1,0,1,0,7,1,1,1,3,141
1y4p96596,0,18,2,1,1,1,0,5,1,1,2,4,141
1u2c64265,0,20,2,1,0,1,0,4,1,0,4,4,141
1c2f78859,1,18,,1,1,0,0,7,1,0,1,2,141
1g5y74936,1,18,2,1,1,1,0,7,1,0,3,2,141
1y2p78856,1,18,,1,1,0,0,7,1,0,1,4,141
1w2k84853,0,18,,1,1,0,0,7,1,0,1,3,141
1g8v72969,1,21,,1,1,1,0,7,0,1,1,2,141
1y5s78783,1,20,2,1,0,1,0,7,1,1,2,1,141
1u7z92839,1,18,,1,1,1,0,7,1,1,1,2,142
1e3q34545,1,18,,1,1,0,0,7,1,0,1,2,142
1m2w96573,1,28,,1,1,1,0,7,1,1,1,1,142
1q3m24555,1,18,2,1,1,0,0,3,0,0,3,4,142
1g7v54236,0,19,,1,1,1,0,8,1,1,1,1,142
1a7a34222,1,18,2,1,1,0,0,7,0,1,3,3,142
1e3n82528,1,20,,1,1,0,0,7,1,1,1,4,142
1y3p24534,0,27,,1,0,0,0,8,0,0,1,2,142
1w3h32563,0,18,2,1,1,0,0,5,1,1,2,4,142
1q2j76566,1,21,2,1,0,1,0,7,1,0,2,2,142
1m3w38564,0,20,2,1,1,1,0,6,1,1,1,1,142
1y2p52437,1,18,2,1,0,0,0,7,1,1,2,2,142
1a6x54334,1,21,,1,0,1,0,7,1,1,1,2,142
1s6r68376,1,19,,1,1,0,0,8,1,1,2,3,142
1u2c52266,1,19,,1,1,1,0,8,1,1,0,2,142
1a5a44377,1,21,,1,1,1,0,7,1,1,1,2,142
1g6v48345,1,20,,1,0,1,0,7,1,1,1,4,142
1e6q36329,1,23,,1,0,0,0,8,1,1,2,1,142
1w6h22326,1,21,2,1,1,1,0,6,1,1,1,3,142
1u6c64358,1,27,,1,0,1,0,8,1,0,0,3,142
1s8r46253,0,21,,1,1,0,0,7,1,1,1,1,142
1q8j82239,1,23,2,1,0,1,0,5,1,0,1,1,142
1a2a78827,0,17,,1,1,0,0,8,0,0,2,3,142
1a7a82258,0,20,2,1,0,0,0,5,1,1,1,2,142
1s9r34976,1,20,2,1,0,1,0,6,1,1,1,3,142
1y6s76524,0,18,2,1,1,1,0,7,1,0,2,2,143
1s6r82522,0,18,2,1,1,1,0,6,1,1,2,2,143
1m6w78523,0,19,2,1,1,1,0,5,0,1,2,1,143
1m6t98954,1,21,2,1,1,1,0,4,1,1,2,4,143
1e9n36855,1,20,2,1,1,0,0,8,1,1,3,4,143
1s9r84838,0,18,2,1,1,1,0,5,1,1,1,3,143
1y9p36843,0,20,,1,0,1,0,8,1,1,1,1,143
1a7a72337,1,19,2,1,1,1,0,4,1,1,1,2,143
1m4w74947,1,24,2,1,0,1,0,4,1,1,3,1,144
1e9n26243,1,19,2,1,0,1,0,7,1,1,2,3,144
1w6h64252,1,18,2,1,1,0,0,2,1,1,2,3,145
1s7u96229,0,20,2,1,1,1,0,7,0,0,3,1,145
1a5x68396,1,19,2,1,1,0,0,5,1,1,1,2,145
1c6f56337,1,19,,1,1,0,0,8,1,1,1,1,145
1g6y52342,0,23,2,1,1,0,0,5,0,1,1,1,145
1a6x72332,1,22,,1,0,1,0,8,0,0,2,2,145
1c4f86939,0,21,2,1,1,1,0,5,1,1,1,3,145
1s2r52263,0,23,2,1,0,0,0,8,1,1,3,3,145
1s3r82576,1,20,2,1,1,0,0,6,1,1,2,2,145
1y4p72964,1,17,,1,1,0,0,7,1,0,1,4,145
1s8r54358,0,20,,1,0,0,0,7,0,1,1,1,145
1q2j24234,0,22,2,1,0,1,0,6,1,1,3,1,146
1y9p42789,0,16,2,1,1,0,0,7,1,0,2,4,146
1u9z54784,1,18,,1,1,0,0,7,1,0,1,4,146
1c9f52782,1,17,2,1,1,0,0,4,1,0,2,4,146
1y6p96956,1,22,2,1,1,1,0,5,1,0,1,3,146
1g7v66524,1,21,2,1,1,0,0,7,1,1,2,4,146
1e5n38955,0,22,,1,1,1,0,7,1,1,0,2,147
1w5h92943,0,21,2,1,0,1,0,7,1,1,2,2,147
1c5f62959,0,20,,1,1,1,0,8,1,1,1,3,147
1s9r92349,0,19,,1,1,1,0,8,1,1,2,2,147
1w7h26359,1,19,2,1,1,1,0,6,1,1,1,2,148
1m2w68277,1,26,,1,0,1,0,8,1,0,1,2,149
1g8y26975,1,20,,1,1,1,0,6,1,1,0,2,149
1a7x24479,1,25,,1,1,1,0,7,1,0,1,1,149
1m2w78269,1,20,,1,1,0,0,8,1,1,1,2,149
1a6x56497,1,20,,1,0,1,0,7,1,1,1,3,149
1m8w74676,1,18,,1,1,0,0,2,1,1,1,3,149
1q8m92677,1,19,2,1,0,1,0,6,1,1,1,2,149
1c8f32663,0,19,2,1,1,1,0,5,1,1,2,2,149
1m3t98868,0,19,,1,1,0,0,7,1,0,1,4,149
1m3t88546,1,21,2,1,0,1,0,6,0,1,1,1,150
1y9p24845,0,17,2,1,1,1,0,7,1,0,3,2,150
1w5k96868,0,18,2,1,1,1,0,6,1,1,1,1,150
1g3y94926,0,19,2,1,1,1,0,7,1,1,2,3,150
1e3n48347,1,23,,1,1,1,0,7,1,1,0,1,150
1w2h54398,0,19,2,1,0,0,0,7,1,0,2,1,150
1u3c52343,1,22,2,1,0,1,0,7,1,1,2,2,150
1q3j74336,1,19,2,1,1,0,0,6,1,1,1,2,150
1a3a56329,1,20,2,1,1,1,0,5,0,1,3,4,150
1s3r76339,1,18,,1,0,1,0,8,1,1,1,1,150
1a3x68322,1,19,,1,1,1,0,8,1,1,2,2,150
1q3m62343,0,18,,1,0,0,0,8,1,1,1,2,150
1q3j68349,1,18,,1,1,0,0,6,0,1,0,2,150
1q3j82345,1,18,2,1,1,1,0,4,0,1,1,2,150
1y3s98357,1,25,,1,0,1,0,7,0,1,1,1,150
1a3a98323,1,17,2,1,0,0,0,5,1,0,1,3,150
1m5t82387,0,18,2,1,1,1,0,7,0,1,2,2,150
1s6r86998,1,19,2,1,1,0,0,5,1,1,2,4,150
1m9w86424,0,22,,1,0,1,0,7,1,1,1,2,150
1y9s96437,1,22,,1,0,1,0,7,1,1,1,1,150
1c9f72455,1,21,2,1,1,0,0,7,1,1,3,1,150
1q2j92874,0,18,,1,1,0,0,7,1,0,1,4,150
1y9s38469,0,19,,1,1,0,0,8,1,0,2,2,150
1q6j34896,1,21,2,1,0,1,0,3,0,1,0,1,150
1m9w52468,1,19,2,1,1,0,0,3,1,0,2,2,150
1w8k62486,1,20,2,1,1,1,0,6,0,1,2,1,150
1w7k38637,1,18,2,1,1,0,0,6,1,1,2,1,150
1e4n82476,0,24,,1,0,1,0,8,1,1,2,1,150
1q6j98527,1,18,,1,1,0,0,7,1,1,0,3,151
1e9q26788,0,18,,1,1,0,0,8,1,0,1,4,151
1y8p98588,1,21,,1,0,1,0,8,1,1,1,2,151
1a8a46593,0,21,2,1,1,0,0,6,1,1,2,3,151
1s2r22264,1,20,2,1,0,1,0,5,1,0,1,3,151
1u8c72567,1,20,,1,0,1,0,7,1,1,1,2,151
1y2p24263,0,22,,1,1,0,0,7,0,0,1,1,151
1a8a88368,1,24,,1,0,1,0,8,1,0,1,2,151
1g5v24779,0,22,2,1,1,0,0,6,1,1,1,4,151
1s7u64737,0,20,,1,0,0,0,7,1,0,1,3,151
1u5c44322,1,18,,1,1,1,0,6,1,1,2,2,152
1s3u44977,1,23,,1,0,1,0,7,1,1,1,4,152
1g5v58362,0,25,,1,0,1,0,6,1,0,0,3,152
1y3p42976,0,22,,1,0,1,0,8,1,1,2,3,152
1q2j96257,0,24,,1,0,1,0,8,0,0,1,2,152
1u2z92256,1,22,,1,0,1,0,7,1,1,1,3,152
1w6h68394,0,19,2,1,1,0,0,5,1,1,1,2,152
1m9w86936,0,21,,1,0,0,0,7,1,1,1,2,153
1u9z46635,1,17,,1,1,1,0,8,1,1,2,2,153
1w8h38676,1,18,2,1,1,0,0,5,1,1,0,1,153
1a8a34667,1,20,,1,1,0,0,7,0,1,0,1,153
1s8u86686,1,20,,1,1,1,0,7,0,1,0,4,153
1w8k98658,0,18,2,1,1,1,0,3,0,1,1,2,153
1c8f48677,1,19,2,1,1,0,0,4,1,1,1,1,153
1m8t22689,1,18,2,1,1,0,0,3,1,0,4,1,153
1s8u46687,0,20,2,1,0,0,0,6,1,1,1,1,153
1g8y36688,0,22,2,1,0,1,0,3,0,1,1,1,153
1y8p68695,1,24,2,0,1,0,0,4,1,1,2,3,153
1s8u84677,1,20,2,1,0,0,0,5,1,0,2,1,153
1y9p46624,0,18,,1,1,0,0,7,1,1,1,2,153
1q8j76684,1,20,2,1,0,1,0,5,1,1,3,2,153
1m9t44634,0,19,2,1,1,1,0,7,0,1,3,4,153
1y4p68289,0,20,2,1,1,0,0,6,0,0,1,1,153
1a2a62275,1,28,,1,1,0,0,8,1,1,0,1,153
1q2j26922,0,19,,1,0,0,0,8,1,1,2,4,153
1e4n58269,0,18,2,1,1,0,0,5,1,1,1,1,153
1u2c36947,0,19,2,1,1,1,0,5,1,1,2,4,153
1m2w52929,0,21,,1,0,0,0,8,1,0,1,1,153
1w4h46223,1,19,2,1,0,0,0,4,0,1,2,3,153
1q5m58977,1,20,,1,1,1,0,7,0,1,1,4,153
1u7z96456,1,21,2,1,1,1,0,4,1,1,5,3,153
1m4t62655,1,26,,1,0,1,0,7,1,0,1,3,153
1g6y46482,1,19,2,1,1,1,0,7,0,1,3,2,154
1u5z26348,1,25,,1,0,0,0,7,1,0,1,3,154
1m3w58986,0,20,,1,0,1,0,7,1,0,1,1,154
1s3r66795,1,23,,1,0,1,0,7,1,0,1,2,154
1a8x48958,1,20,,1,1,0,0,8,1,1,1,4,154
1m8t46492,1,17,2,1,1,0,0,7,1,0,2,4,154
1w4k62259,1,19,,1,0,1,0,7,0,1,1,2,155
1m3t92263,1,24,,1,0,1,0,7,1,0,1,1,155
1a2a76876,0,18,,1,1,0,0,7,1,0,1,1,155
1u5c48576,0,20,2,1,1,0,0,7,1,1,2,1,155
1q4m44926,0,23,2,1,0,1,0,5,1,1,2,4,155
1c6f42997,0,22,2,1,1,1,0,5,1,1,2,3,155
1s2u38836,1,18,2,1,1,0,0,5,1,0,2,4,155
1g2v74348,1,18,2,1,1,0,0,2,1,1,2,3,155
1q2j76344,0,20,,1,1,0,0,8,0,1,2,1,155
1w2k36376,1,22,,1,0,1,0,8,1,0,1,2,155
1c9f76265,1,21,,1,1,1,0,7,0,1,0,2,155
1s2r48264,0,21,2,1,0,1,0,8,1,1,4,3,155
1s2u52362,1,18,,1,1,1,0,8,1,1,1,3,155
1q8j46896,1,26,,1,0,1,0,8,1,1,2,2,155
1g4y28385,1,20,,1,0,1,0,7,1,1,1,1,156
1e3q94395,0,18,,1,1,1,0,8,1,1,1,3,156
1a8a32533,1,19,2,1,1,0,0,1,1,1,2,2,156
1y2p28277,1,28,,1,0,1,0,8,1,0,2,2,156
1w6k76544,1,18,2,1,0,0,0,6,1,1,1,4,156
1m8w62567,1,21,,1,0,1,0,7,1,0,1,3,156
1m3t24822,1,18,2,1,1,0,0,6,0,1,2,2,156
1m8t82794,0,25,,1,0,0,0,7,1,1,1,4,156
1m4w82847,1,20,,1,1,0,0,7,1,1,0,2,156
1g5v98758,1,19,2,1,1,0,0,6,1,1,2,2,156
1g5y24725,0,19,2,1,1,0,0,6,0,1,2,3,156
1q8m44775,1,18,2,1,1,0,0,4,1,0,1,2,156
1w5h68848,1,21,2,1,1,0,0,4,1,1,1,2,156
1u8c26773,1,18,2,1,1,1,0,6,1,1,3,3,156
1w8h62784,1,22,,1,0,1,0,8,1,0,0,3,156
1q9j58783,0,18,,1,1,0,0,8,0,0,2,4,156
1c5f94822,1,21,,1,1,1,0,8,1,1,1,2,156
1u8c86793,0,19,,1,1,0,0,8,1,0,1,1,156
1a4x62784,1,21,,1,0,1,0,8,0,1,2,2,156
1m7w66733,0,19,,1,1,1,0,7,1,1,1,1,156
1m2t96526,1,21,,1,0,1,0,7,1,1,1,1,157
1w7k84926,0,21,,1,1,1,0,7,1,1,1,2,157
1e7q68929,0,27,,1,0,1,1,7,1,1,1,4,157
1g2v24457,1,23,2,1,1,1,0,5,1,1,1,2,157
1g2y26456,1,20,,1,1,1,0,8,1,0,1,2,157
1u2c34484,0,21,,1,0,1,0,8,1,0,1,4,157
1q9m38559,1,22,,1,0,1,0,8,1,0,2,2,157
1u2c66682,0,16,,1,1,0,0,8,1,0,0,4,157
1m2w56252,1,22,,1,0,,0,8,1,1,1,2,157
1y2p28275,1,21,,1,1,1,0,8,1,1,2,1,157
1a6a24594,1,18,,1,1,1,0,7,0,1,0,4,157
1g8y78556,1,22,,1,0,1,0,7,1,0,1,4,157
1e2n42274,1,23,2,1,0,1,0,5,1,0,1,2,157
1q2m24656,1,24,,1,0,0,0,7,0,0,1,3,157
1e3n34965,0,21,,1,0,0,0,8,1,1,1,3,158
1w2k56866,1,19,2,1,1,1,0,7,1,1,2,3,158
1g3y74479,0,24,,1,0,0,0,7,0,0,1,4,158
1a9a96833,0,22,2,1,1,1,0,6,0,0,2,3,158
1m2w78262,1,26,,1,0,0,0,7,1,0,0,2,158
1e2n78263,1,18,2,1,1,1,0,6,1,1,3,4,158
1y3s86456,1,22,2,1,0,1,0,4,1,1,2,1,158
1u7c78284,1,19,2,1,1,1,0,6,1,1,2,3,158
1y2s88258,1,21,2,1,0,1,0,4,0,1,1,2,158
1u2c54273,1,20,,1,0,1,0,7,1,0,1,4,158
1a5x74422,1,19,2,1,1,1,0,5,1,1,3,3,158
1y8s74628,0,23,,1,1,1,0,7,1,1,1,1,158
1s8u24643,1,20,,1,1,1,0,7,1,1,1,3,158
1e4q58855,0,18,2,1,1,1,0,3,1,1,2,2,159
1e3n22774,0,18,2,1,1,1,0,6,1,1,1,4,159
1m2t78798,0,18,,1,0,0,0,8,0,1,1,2,159
1e3q42727,0,22,,1,1,1,0,8,0,1,2,2,159
1q3m22777,1,18,2,1,1,0,0,6,1,1,1,3,159
1w8k26693,1,18,,1,1,1,0,7,0,1,1,1,159
1y6p34985,0,17,,1,1,1,0,8,1,1,2,3,159
1y3s62944,0,23,,1,1,1,0,7,1,1,1,2,160
1m3w78384,1,22,,1,0,1,0,7,1,0,1,1,160
1g3y36378,1,19,,1,1,1,0,7,1,1,1,2,160
1q3j74892,1,18,2,1,1,1,0,5,1,1,1,3,160
1c2f38928,0,17,2,1,1,1,0,5,1,1,1,4,160
1e2q46289,1,24,2,1,0,1,0,4,1,0,1,1,160
1s4r56252,1,20,,1,1,0,0,7,1,1,1,4,160
1s4r56266,1,17,,1,1,0,0,8,1,1,1,2,160
1s4r86233,1,27,,1,0,0,0,7,1,0,1,4,160
1c4f22225,1,17,,1,1,0,0,8,1,0,0,3,160
1c3f82244,1,20,,1,1,1,0,8,1,1,1,4,160
1a9x86883,1,20,2,1,0,1,0,5,1,1,1,4,160
1u2c76946,1,22,2,1,0,1,0,3,0,1,3,4,160
1w2h84462,0,19,,1,1,1,0,7,1,1,1,1,160
1q2j62463,0,18,,1,0,0,0,6,1,1,0,1,160
1g2y86462,0,19,2,1,0,1,0,4,1,1,1,2,160
1u2z72469,0,20,2,1,1,1,0,6,1,0,1,2,160
1q2j42456,1,22,2,1,1,1,0,4,1,1,2,1,160
1s2r62472,0,18,,1,1,1,0,8,1,1,1,3,160
1c2f34568,0,27,,1,0,1,0,8,1,1,1,1,160
1m9w54699,1,21,,1,0,1,0,8,1,1,1,2,160
1m9t36697,1,26,2,1,1,1,0,6,0,1,2,2,160
1u8z36838,1,19,2,1,1,1,0,3,1,1,1,1,160
1u9z32227,0,21,,1,0,1,0,8,1,1,1,2,161
1c2f44262,0,18,2,1,1,0,0,5,1,1,1,3,161
1y7s48277,0,22,,1,0,1,0,7,1,0,1,1,161
1e7n26284,1,18,2,1,1,0,0,4,1,0,1,1,161
1w7h64296,1,19,,1,1,1,0,7,1,1,1,3,161
1u8c48289,1,23,,1,0,1,0,8,1,1,1,2,161
1a9x98797,1,17,2,1,1,0,0,3,1,0,1,4,161
1s2u26273,0,18,,1,1,0,0,8,1,1,1,3,161
1m2t38296,0,18,,1,1,0,0,7,1,0,1,1,161
1q5j64475,1,21,2,1,0,1,0,6,1,1,1,1,161
1a5x52493,1,18,,1,1,0,0,8,1,1,2,1,161
1g3y76445,0,25,,1,1,1,0,7,1,1,1,2,161
1y3s56432,0,22,2,1,1,1,0,4,1,1,1,1,161
1a2x62493,0,22,2,1,1,0,0,7,1,1,2,1,161
1e5q74695,1,22,2,1,0,1,0,5,1,0,1,2,161
1e3n44553,0,22,,1,0,1,0,7,0,0,1,4,162
1c5f88533,0,22,,1,1,0,0,7,1,1,1,3,162
1a4x62548,1,17,,1,1,0,0,7,1,1,1,2,162
1e4n68592,1,18,,1,1,0,0,8,1,1,1,4,162
1u3z46589,1,20,2,1,1,1,0,3,1,1,1,4,162
1e2n58973,0,22,,1,0,0,0,8,1,0,1,2,162
1w4h46334,0,20,,1,1,0,0,8,1,1,1,3,162
1e4n58323,1,20,2,1,1,1,0,3,0,1,1,2,162
1w4h72384,0,19,2,1,1,0,0,3,1,1,4,1,162
1w4h62352,1,20,,1,0,0,0,8,1,1,2,3,162
1e2n28726,1,18,,1,1,0,0,8,1,0,1,3,162
1a9x54699,1,19,,1,1,0,0,7,1,0,1,1,162
1g9y64662,0,19,2,1,1,1,0,5,1,1,0,3,162
1a9a32659,1,25,,1,0,1,0,8,1,1,1,3,162
1q2m34727,0,20,2,1,1,1,0,5,1,1,2,2,162
1m9w68924,0,19,2,1,1,1,0,7,1,1,3,4,162
1w3k24268,0,20,,1,1,1,0,8,1,1,2,2,162
1s9r38785,1,19,2,1,1,0,0,5,1,0,2,3,162
1a4a36299,0,25,,1,0,0,0,7,1,0,1,2,163
1g4v84243,1,25,2,1,0,1,0,3,1,0,2,1,163
1a4a84278,1,26,,1,0,1,0,8,1,0,2,3,163
1s2u24926,0,21,2,1,0,1,0,5,1,1,2,2,163
1c4f98245,1,22,2,1,1,1,0,3,1,1,1,2,163
1a2a28825,1,17,,1,1,0,0,7,1,0,1,4,163
1g4v56894,0,18,,1,1,1,0,7,1,0,1,1,163
1w4h66273,1,23,,1,0,1,0,8,1,0,2,3,163
1w4h48245,0,21,,1,1,0,0,7,1,0,1,3,163
1q9m74942,1,19,2,1,1,1,0,2,1,1,1,2,163
1u8c82827,0,19,2,1,0,1,0,4,1,1,2,1,163
1m4w48926,0,19,2,1,1,0,0,7,0,1,4,4,163
1m3w82998,1,23,,1,1,0,0,7,1,1,1,4,163
1y2s76237,1,22,2,1,1,1,0,5,1,1,2,2,163
1q8j66569,0,25,,1,0,0,0,8,1,0,2,3,163
1m3w74975,1,21,,1,0,1,0,7,1,0,1,3,164
1m3t26992,0,21,,1,0,1,0,8,0,1,2,3,164
1m4w48887,0,18,2,1,1,1,0,6,1,1,1,3,164
1q2m94264,1,18,,1,1,0,0,7,1,1,1,1,165
1s8u26236,0,21,,1,0,1,0,8,0,1,2,1,165
1g2y34465,0,19,2,1,1,1,0,5,1,1,1,2,165
1y2s74457,1,21,,1,0,1,0,7,1,1,1,3,165
1m6t26826,1,18,2,1,1,1,0,7,1,0,3,1,165
1u4c58549,1,18,,1,1,0,0,6,1,1,0,1,165
1q8m66366,1,19,2,1,1,0,0,4,1,1,3,1,165
1y5s56574,1,20,,1,1,1,0,7,1,1,1,2,166
1g9v52355,1,19,2,1,1,1,0,3,1,1,1,2,166
1m2t26754,0,17,,1,0,1,0,7,1,1,1,2,166
1u8c74775,1,21,2,1,1,1,0,4,1,1,1,4,167
1w2k28233,0,21,,1,0,0,0,7,0,1,1,2,167
1w5k62357,1,18,,1,1,0,0,7,1,1,0,1,167
1a8x52897,0,21,,1,1,1,0,6,1,1,0,3,167
1g9v94377,1,20,2,1,0,1,0,5,1,1,1,2,167
1u9z92426,0,19,2,1,1,0,0,7,1,1,2,4,167
1u9c66467,1,19,2,1,1,0,0,2,0,0,0,3,167
1q2j86266,0,22,,1,0,0,0,7,1,1,1,3,167
1c7f22895,0,22,2,1,0,1,0,4,1,0,1,3,168
1w3h34267,0,19,,1,0,0,0,6,1,0,0,3,169
1a7x32474,1,21,2,1,1,1,0,5,1,1,1,1,169
1a8x28678,1,19,,1,1,1,0,7,1,1,1,1,169
1g4v64859,1,19,2,1,0,1,0,5,1,0,1,2,169
1g7v64558,0,22,,1,0,1,0,8,1,1,2,4,170
1g5v62584,0,18,,1,0,0,0,7,1,1,1,1,170
1q9j24244,1,19,,1,0,0,0,8,1,1,1,2,170
1s4u52862,0,19,,1,0,0,0,8,1,1,1,1,170
